Datetime,Quarter,Likes,NFT,Text,clean_text,manual_label
2022-06-26,22,8,Azuki,"Grandpa Ape Country Club #313
@GrandpaApeCC

Rank: 416 👀
https://t.co/lFKFHAdJuB

Rare Trait: Neon Orange Traffic Vest (1.90%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/SnkKFGm6Rn",grandpa ape country club grandpaapecc rank rare trait neon orange traffic vest gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-03-30,21,5,Azuki,"I've just created ""Azuki joulia"" collectible! 
Price : 0.005 https://t.co/fF7wRkPEqB #rarible #ethereum #nonfungible #digitalasset #nft via @rarible
#NFTGiveaways #Solana #ETH #BSC #AzukiArt #azukiNFT #NFTs #NFTSold #NFTProject #NFTWhitelist",created azuki joulia collectible price rarible ethereum nonfungible digitalasset nft via rarible nftgiveaways solana eth bsc azukiart azukinft nfts nftsold nftproject nftwhitelist,neu
2022-06-26,22,372,Azuki,"NFT PFP Power Rankings: 6-26-22

1-BAYC
2-Punks
3-Moonbirds 
4-MAYC  
5-Doodles
6-Azuki
7-CloneX 
8-Gutter Cat Gang
9-Goblins
10-Cool Cats

*Rankings are calculated based on a formula of the following variables - market price, cultural impact, strength of community",nft pfp power ranking bayc punk moonbirds mayc doodle azuki clonex gutter cat gang goblin cool cat ranking calculated based formula following variable market price cultural impact strength community,pos
2022-06-27,22,0,Azuki,Current bag: 5x BAYC 7x MAYC 5x BAKC 10x Azuki 2x Punks 4x Doodles 2x Cool Cats 5x Clone X 3x NFT Worlds 10x World of Women 3x Deadfellaz 1x Virginity What else should I add? What should I sell?,current bag x bayc x mayc x bakc x azuki x punk x doodle x cool cat x clone x x nft world x world woman x deadfellaz x virginity else add sell,neu
2022-06-28,22,479,Azuki,"🎉FREEMINT GIVEAWAY🎉

Prizes:
2x Sakura Freemint @Azuki_Art 

To Enter:
1️⃣Follow @Azuki_Art  &amp; @0xTabelly
2️⃣Like &amp; Retweet
3️⃣Tag 3 Friends 

Bonus entry:  Turn on notis🔔 

⏰ 24h ⏰

#NFTCommunity #NFTs #nftart #ETH  #BTC #NFTs #NFTshill #NFT #NFTAirdrop #GiveawayNFT #Giveaway https://t.co/eysdZwd89q",freemint giveaway prize x sakura freemint azuki art enter follow azuki art amp xtabelly like amp retweet tag friend bonus entry turn notis h nftcommunity nfts nftart eth btc nfts nftshill nft nftairdrop giveawaynft giveaway,neu
2022-03-30,21,3,Azuki,"GM NFT twitter, Open sea daily volume was around 83 mill yesterday 😔 BUT an Azuki sold for 420 ETH... April around the corner wen bull run 🚀",gm nft twitter open sea daily volume around mill yesterday azuki sold eth april around corner wen bull run,pos
2023-02-12,31,0,Azuki,"Azuki secret room 👀
@Princeboy32 @mabdussamad1296 @gjlpumpkin @Candra_Aldy7 @klinsmar66 @BrickRoss_NFT 
https://t.co/LwTE84WIg2",azuki secret room princeboy mabdussamad gjlpumpkin candra aldy klinsmar brickross nft,neu
2022-03-30,21,0,Azuki,"An Azuki NFT just sold for nearly $1.5 million — its highest ever sale

➡️ https://t.co/U8d4oY7eeZ

Follow us for real-time news about the #web3 ecosystem.

#nft #blockchain https://t.co/cQAs4XMqKD",azuki nft sold nearly million highest ever sale follow u real time news web ecosystem nft blockchain,pos
2022-09-28,23,0,Azuki,"Hotest free mint alert

Name: The Bored Gnus Club twitter: @BoredGnusClub
Hot rate: 🔥🔥

Mint holder::
MetaSniper x6
Azuki x4
NFT Sensei x3
FenixLabs x3
underground x2

mint link:https://t.co/siP5HZcUb9

#NFT #FreeMint",hotest free mint alert name bored gnu club twitter boredgnusclub hot rate mint holder metasniper x azuki x nft sensei x fenixlabs x underground x mint link co sip hzcub nft freemint,neu
2022-06-29,22,68,Azuki,"🚨Our three winners for Sukura NFT free mint from @Azuki_Art

1  - @grrwolfie 
2 - @_Parisakz_ 
3 - @RamyarAhmadian 

Plz cmnt your discord id + your wallets and congrats🎉 
#NFT #NFTs #NABULINES",three winner sukura nft free mint azuki art grrwolfie parisakz ramyarahmadian plz cmnt discord id wallet congrats nft nfts nabulines,neu
2023-02-12,31,0,Azuki,"Azuki secret room 👀
@KoparanOffi @zhuangziyan @Brnqck @Xis_NFT @todaysfunnvideo @velocity7941 
https://t.co/YAmB0bhDlR",azuki secret room koparanoffi zhuangziyan brnqck xi nft todaysfunnvideo velocity,neu
2022-06-28,22,6,Azuki,"Grandpa Ape Country Club #2560
@GrandpaApeCC

Rank: 1348 👀
https://t.co/6zbiSl9M3r

Rare Trait: Bored Cigar (1.06%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/PGjFen4Jcl",grandpa ape country club grandpaapecc rank rare trait bored cigar gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-09-28,23,9,Azuki,"Grandpa Ape Country Club #732
@GrandpaApeCC

Rank: 3184 👀
https://t.co/azUYV9bTiq

Rare Trait: Prison Jumpsuit (1.54%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/PTwZ72yZH1",grandpa ape country club grandpaapecc rank rare trait prison jumpsuit gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-06-29,22,2,Azuki,"#NewProfilePic
NFT by @Azuki_Art 
🔥😍🔥
Embrace technology, make innovation, have fun! https://t.co/3wq9MYDOBy",newprofilepic nft azuki art embrace technology make innovation fun,pos
2022-03-30,21,12,Azuki,"New website is up and will continue to be updated. ⚡️

https://t.co/gDp8mYVcqa

#NFT #NFTs #NeoApollo #Azuki #BoredApeYachtClub #APECOIN https://t.co/fiwe2YKCKz",new website continue updated nft nfts neoapollo azuki boredapeyachtclub apecoin,neu
2022-03-30,21,9,Azuki,"Azuki #NFT holders bought

12 pcs   Ash Chapter Two: Metamorphosis
5 pcs    @smilesss
3 pcs    @TroverseNFT

in last 1 hours 

#NFTs #NFTCommunity https://t.co/z44l73NmVq",azuki nft holder bought pc ash chapter two metamorphosis pc smile pc troversenft last hour nfts nftcommunity,pos
2022-03-30,21,1,Azuki,"collab @cybotz_nft
#NftsRankingBot #ETH #Opensea #NFTs

Top 10 #NFT sales in last hour

29.90 eth  CloneX #391
19.50 eth  Azuki #2012
 9.00 eth  Nftree #322
 6.60 eth  https://t.co/BfZD7bnghk seed
 6.58 eth  https://t.co/BfZD7bnghk seed",collab cybotz nft nftsrankingbot eth opensea nfts top nft sale last hour eth clonex eth azuki eth nftree eth seed eth seed,pos
2022-06-28,22,12,Azuki,"Grandpa Ape Country Club #2808
@GrandpaApeCC

Rank: 4059 👀
https://t.co/ZvnL3T3wG2

Rare Trait: I Heart Grandpa Apes T (2.06%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/TSEMss6gsh",grandpa ape country club grandpaapecc rank rare trait heart grandpa ape gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-12-29,24,1,Azuki,"Azuki #5026 sold for 13 ETH ($15,074)
                        
#NFT Collection: #Azuki
Floor Price: 11.5 #ETH

https://t.co/xv1rPY0Ytw https://t.co/RMscv33ERi",azuki sold eth nft collection azuki floor price eth,pos
2022-09-27,23,2,Azuki,"Mastercard萬事達卡推出可定制 NFT 主題借記卡，允許部分 NFT 持有者將其藝術品添加至借記卡，包括 CryptoPunks、Moonbirds、Goblintown、BAYC 和 Azuki等 #NFT 
https://t.co/mrlLvozfro",mastercard nft nft cryptopunks moonbirds goblintown bayc azuki nft,neu
2023-02-12,31,4,Azuki,"The NFT lending agreement BendDAO has more than 90,000 Ethereum reserves, a record high. The number of BAYC, MAYC, Azuki, and CryptoPunks currently in BendDAO collateral hit new highs, reaching 430, 525, 337, and 66, respectively.",nft lending agreement benddao ethereum reserve record high number bayc mayc azuki cryptopunks currently benddao collateral hit new high reaching respectively,pos
2022-09-27,23,0,Azuki,"Mosaic Azuki ( Original )
Help us get to 200 today
̷9̷3̷  200/ 9999 claimed
MINT for 0.1 MATIC

Secure yours to use as a profile:
https://t.co/VElVqNDPMv

#opensea  #Polygon  #NFT #NFTCollectors #nftdrop #nftcommunity  #azukiNFT #azukibeanz #MosaicAzuki https://t.co/WyGukonpCb",mosaic azuki original help u get today claimed mint matic secure use profile opensea polygon nft nftcollectors nftdrop nftcommunity azukinft azukibeanz mosaicazuki,neu
2022-09-26,23,8,Azuki,"Grandpa Ape Country Club #4560
@GrandpaApeCC

Rank: 3244 👀
https://t.co/lSzsVFwTjS

Rare Trait: Vest (1.66%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/HmvMOMkBol",grandpa ape country club grandpaapecc rank rare trait vest gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-03-30,21,1,Azuki,Move Over Bored Apes: Rising Ethereum NFT Project Azuki Notches First $1M Sale #Ethereum via https://t.co/yvcbJx4uwh https://t.co/y3RuYcZpRc,move bored ape rising ethereum nft project azuki notch first sale ethereum via,pos
2022-03-29,21,3,Azuki,"Just finished the Teamupdate for @EggcellentNFTs 

#web2 vs #web3 #NFTCommmunity #Azuki @AzukiOfficial #Selfportrait #NFT #NFTproject https://t.co/QFZJlzaooF",finished teamupdate eggcellentnfts web v web nftcomunity azuki azukiofficial selfportrait nft nftproject,neu
2022-06-26,22,0,Azuki,"New big #NFT Sale 🚀

Azuki #6731 bought for Ξ13.95ETH ($17,373.47)
Floor Price: Ξ11.19ETH

https://t.co/sMdJTn8IYL",new big nft sale azuki bought eth floor price eth,pos
2022-03-30,21,1,Azuki,"Azuki NFT #9605 was purchased for 420 $ETH ($1,430,000 USD) https://t.co/L8MQtSSMhK",azuki nft purchased eth usd,pos
2022-09-29,23,0,Azuki,"Mosaic Azuki ( Original )
Help us get to 200 today
̷9̷3̷  200/ 9999 claimed
MINT for 0.1 MATIC

Secure yours to use as a profile:
https://t.co/VElVqNDPMv

#opensea  #Polygon  #NFT #NFTCollectors #nftdrop #nftcommunity  #azukiNFT #azukibeanz #MosaicAzuki https://t.co/wk1tSemqEh",mosaic azuki original help u get today claimed mint matic secure use profile opensea polygon nft nftcollectors nftdrop nftcommunity azukinft azukibeanz mosaicazuki,neu
2022-06-29,22,9,Azuki,"Grandpa Ape Country Club #3541
@GrandpaApeCC

Rank: 61 👀
https://t.co/yE7LSZ2YHN

Rare Trait: Bored Pizza (0.46%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/ncy6fVlRYi",grandpa ape country club grandpaapecc rank rare trait bored pizza gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-09-29,23,6,Azuki,"Grandpa Ape Country Club #96
@GrandpaApeCC

Rank: 2934 👀
https://t.co/EllvgN8Uzl

Rare Trait: Pom Party Hat (0.78%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/L4U7qhJLgv",grandpa ape country club grandpaapecc rank rare trait pom party hat gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-06-26,22,9,Azuki,"Grandpa Ape Country Club #912
@GrandpaApeCC

Rank: 222 👀
https://t.co/3C25NR08Ok

Rare Trait: Diamond (0.82%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/C7HMi1MXgN",grandpa ape country club grandpaapecc rank rare trait diamond gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-06-26,22,1,Azuki,"Public sale is Live! @cybotz_nft🚀

Top 10 #NFT sales in last hour

26.00 eth   #6368
16.50 eth   Azuki #4536
10.00 eth   ita.eth
5.75 eth   Otherdeed for Otherside 7232
5.00 eth   per.eth",public sale live cybotz nft top nft sale last hour eth eth azuki eth ita eth eth otherdeed otherside eth per eth,pos
2022-09-28,23,2,Azuki,"Get your star generated by an effect on Azuki

Kaleidoscope Art - Azuuki
0.1 MATIC ( first 500 ）
after that 1 MATIC

 ̷5̷8̷  117/ 9999 claimed
MINT for 0.1 MATIC

Secure yours:
https://t.co/ap7IoZC7SY

#opensea  #Polygon  #NFT #nftdrop #nftcommunity  #azukiNFT #azukibeanz https://t.co/oDsoj5EK8n",get star generated effect azuki kaleidoscope art azuuki matic first matic claimed mint matic secure opensea polygon nft nftdrop nftcommunity azukinft azukibeanz,neu
2022-09-28,23,2,Azuki,"Mosaic Azuki ( Original )
Help us get to 200 today
̷9̷3̷  200/ 9999 claimed
MINT for 0.1 MATIC

Secure yours to use as a profile:
https://t.co/VElVqNmenV

#opensea  #Polygon  #NFT #NFTCollectors #nftdrop #nftcommunity  #azukiNFT #azukibeanz #MosaicAzuki https://t.co/0yDffstfib",mosaic azuki original help u get today claimed mint matic secure use profile opensea polygon nft nftcollectors nftdrop nftcommunity azukinft azukibeanz mosaicazuki,neu
2022-03-29,21,1,Azuki,#Azuki #Azukiapes 🦍 this is an underrated dope NFT….  Check out this item on OpenSea https://t.co/MX9lxxiR0s via @opensea,azuki azukiapes underrated dope nft check item opensea via opensea,pos
2023-02-12,31,0,Azuki,"Azuki room 👹👺
@MetaMatt_NFT @Narbashx @FitForBeast @daniele72078669 @LudovicBaron @MajestuousBear 
https://t.co/WpZFSPIAdj",azuki room metamatt nft narbashx fitforbeast daniele ludovicbaron majestuousbear,neu
2022-06-29,22,0,Azuki,"Azuki #6718 sold for 11.20 ETH ($12,521.94)
                        
Previously sold for 9.99 ETH ($11,294.19)
#NFT Collection: #Azuki
Floor Price: 10.6 #ETH

https://t.co/X32KiAdlmc https://t.co/CG3axnHzFz",azuki sold eth previously sold eth nft collection azuki floor price eth,pos
2023-02-12,31,0,Azuki,"Azuki room 👹👺
@Z_Research88 @gimmedaname @tezzy_nft @AimyDemi @michealzoomin @karplxe 
https://t.co/Z5YoCk2mWQ",azuki room z research gimmedaname tezzy nft aimydemi michealzoomin karplxe,neu
2022-06-27,22,0,Azuki,probably a stupid question but if an nft collection does a funding round eg how yuga and azuki did with a16z - what does a16z receive? Is it shares in the underlying company like normal,probably stupid question nft collection funding round eg yuga azuki z z receive share underlying company like normal,neu
2022-09-29,23,6,Azuki,"Grandpa Ape Country Club #4142
@GrandpaApeCC

Rank: 4536 👀
https://t.co/wD9CMehfeS

Rare Trait: Prison Jumpsuit (1.54%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/n5a3jFPom7",grandpa ape country club grandpaapecc rank rare trait prison jumpsuit gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-06-26,22,14,Azuki,"Grandpa Ape Country Club #2356
@GrandpaApeCC

Rank: 1855 👀
https://t.co/pVnHZgT8Zr

Rare Trait: Wizard Robe (0.78%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/CLZ3PUIEaq",grandpa ape country club grandpaapecc rank rare trait wizard robe gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-06-29,22,11,Azuki,"Grandpa Ape Country Club #3050
@GrandpaApeCC

Rank: 524 👀
https://t.co/q1FFX1rFz8

Rare Trait: Locket (0.80%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/2SBn6cp6eP",grandpa ape country club grandpaapecc rank rare trait locket gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2023-02-12,31,0,Azuki,"Azuki secret room 💀👀👺
@Borth1Gregory @Cyberfist_NFT @Alexhaeth @noghsg @Larythegoat @Astroeth1 
https://t.co/57cffSYjwV",azuki secret room borth gregory cyberfist nft alexhaeth noghsg larythegoat astroeth,neu
2022-09-27,23,1,Azuki,"Get your star generated by an effect on Azuki

Kaleidoscope Art - Azuuki
0.1 MATIC ( first 500 ）
after that 1 MATIC

 ̷5̷8̷  117/ 9999 claimed
MINT for 0.1 MATIC

Secure yours:
https://t.co/ap7IoZC7SY

#opensea  #Polygon  #NFT #nftdrop #nftcommunity  #azukiNFT #azukibeanz https://t.co/2Al1IHwR8I",get star generated effect azuki kaleidoscope art azuuki matic first matic claimed mint matic secure opensea polygon nft nftdrop nftcommunity azukinft azukibeanz,neu
2023-02-11,31,2,Azuki,"#NFT Time! Azuki one day volume is 199.5 $eth

#azuki #opensea https://t.co/XEbf4UiKaf",nft time azuki one day volume eth azuki opensea,neu
2022-09-29,23,7,Azuki,"Grandpa Ape Country Club #2701
@GrandpaApeCC

Rank: 216 👀
https://t.co/6MCpkPOz9R

Rare Trait: Gold (0.82%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/y09psSvoTz",grandpa ape country club grandpaapecc rank rare trait gold gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-03-29,21,0,Azuki,"#nft sold! 🖼 🤝 💰
            
Item number 9779 from the collection ""Azuki"" 
            
Price: 20 Ether [$69008.4]

📈🔥 Collection price has risen 20.6% over the past month
https://t.co/AHxTNmGVKu",nft sold item number collection azuki price ether collection price risen past month,pos
2022-12-28,24,2,Azuki,"Mosaic Azuki ( Original )
Help us get to 200 today
̷9̷3̷  200/ 9999 claimed
MINT for 0.1 MATIC

Secure yours to use as a profile:
https://t.co/VElVqNDPMv

#opensea  #Polygon  #NFT #NFTCollectors #nftdrop #nftcommunity  #azukiNFT #azukibeanz #MosaicAzuki https://t.co/04hfRydfq6",mosaic azuki original help u get today claimed mint matic secure use profile opensea polygon nft nftcollectors nftdrop nftcommunity azukinft azukibeanz mosaicazuki,neu
2022-09-28,23,0,Azuki,"Mosaic Azuki ( Original )
Help us get to 200 today
̷9̷3̷  200/ 9999 claimed
MINT for 0.1 MATIC

Secure yours to use as a profile:
https://t.co/VElVqNEnC3

#opensea  #Polygon  #NFT #NFTCollectors #nftdrop #nftcommunity  #azukiNFT #azukibeanz #MosaicAzuki https://t.co/BMHevZoOaL",mosaic azuki original help u get today claimed mint matic secure use profile opensea polygon nft nftcollectors nftdrop nftcommunity azukinft azukibeanz mosaicazuki,neu
2022-06-29,22,9,Azuki,"Grandpa Ape Country Club #1752
@GrandpaApeCC

Rank: 4597 👀
https://t.co/EA12dde20V

Rare Trait: Tongue Out (1.76%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/4aCpDPMjao",grandpa ape country club grandpaapecc rank rare trait tongue gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-12-28,24,1,Azuki,"P̳ast 4 H̳ours S̳tats
S̳ales:
The Watchmaker NFT Collection: 1513
Metaka Wars: 1472
Third Path: 986
Savage Nation: 976

V̳olume:
Pudgy Penguins: Ξ1106.42
Azuki: Ξ1056.14
Moonbirds: Ξ495.73
Bored Ape Yacht Club: Ξ491.57
Mutant Ape Yacht Club: Ξ360.30",p ast h tat ale watchmaker nft collection metaka war third path savage nation v olume pudgy penguin azuki moonbirds bored ape yacht club mutant ape yacht club,pos
2022-06-28,22,299,Azuki,"🎉CheongChun X AzukiArt Sakura FreeMint 이벤트🎉

🎁 FreeMint 1 Spot WL 5 Spot 🎁

Must:
1⃣ Follow
@dudrms606
@Azuki_Art
2⃣RT🔃 &amp; Like❤️Tag 3 friends👩‍👩‍👦
=&gt; Go Google Form  https://t.co/s6Imnjc4JB

⏰4D
#NFT #AzukiArt  #Giveaways #FreeMint
#AirdropCrypto  #WLGiveaways https://t.co/UExBxqr7YG",cheongchun x azukiart sakura freemint freemint spot wl spot must follow dudrms azuki art rt amp like tag friend gt go google form nft azukiart giveaway freemint airdropcrypto wlgiveaways,neu
2022-12-28,24,1,Azuki,"Public sale is Live! @cybotz_nft🚀

Top 10 #NFT sales in last hour

76.95 eth   CryptoPunk #3054
13.20 eth   Azuki #1352
13.20 eth   Azuki #2640
13.01 eth   Azuki #6983
10.85 eth   CloneX #147",public sale live cybotz nft top nft sale last hour eth cryptopunk eth azuki eth azuki eth azuki eth clonex,pos
2023-02-12,31,0,Azuki,"Azuki secret room 💀👀👺
@Kaspa_ID @_latnft @tmtl_NFT @KouroshAR @haptikqwerty @pprhsk 
https://t.co/o8fUaPIlgJ",azuki secret room kaspa id latnft tmtl nft kouroshar haptikqwerty pprhsk,neu
2022-12-29,24,0,Azuki,"#NFT #nfttrader #NFTsales #spiritdao #azuki 

🚀🚀🚀 Rocket Alert : 888 Childhood Dreams 

444 sales, (+387.91%)  last 15 m 

Vol : 7.40 Eth (1h) | 7.40 Eth (6h) | 7.40 Eth (24h)

Live : https://t.co/n3oMr0wlDB

ES : https://t.co/e1kGjFB4UV

OS : https://t.co/irQ4HnMNjF https://t.co/qTWwdfcpYx",nft nfttrader nftsales spiritdao azuki rocket alert childhood dream sale last vol eth h eth h eth h live e o,pos
2022-12-30,24,1,Azuki,"#NFT #nfttrader #NFTsales #azuki #dreadfulz 

🚀🚀🚀 Rocket Alert : The Pendings 

83 sales, (+43.10%)  last 15 m 

Vol : 16.79 Eth (1h) | 63.63 Eth (6h) | 63.63 Eth (24h)

Live : https://t.co/JNvLI0f7rF

ES : https://t.co/l5DgC26RRQ

OS : https://t.co/eqn4IpqVZQ https://t.co/bBsTDnHsRf",nft nfttrader nftsales azuki dreadfulz rocket alert pendings sale last vol eth h eth h eth h live e o,neu
2023-02-12,31,0,Azuki,"Azuki ☠️ room 😈
@MagicWin_1 @CryptoChazman @YasirAli_NFT @Albert65257459 @JayAlgo911 @CryptoFood_ 
https://t.co/A9S2vhQtvA",azuki room magicwin cryptochazman yasirali nft albert jayalgo cryptofood,neu
2023-02-12,31,2,Azuki,"I'm going LONG &amp; SHORT on blue-chip NFT collections with @pNFT_DEX testnet rn

pNFT is a perpetual futures DEX where you can trade on floor prices of NFT collections including #BAYC, #MAYC, #Moonbirds, #CloneX, #Azuki &amp; more

Join #pNFT testnet with me: https://t.co/MZvPsUHzSl",going long amp short blue chip nft collection pnft dex testnet rn pnft perpetual future dex trade floor price nft collection including bayc mayc moonbirds clonex azuki amp join pnft testnet,neu
2022-12-29,24,0,Azuki,"Azuki #2931 sold for 13 ETH ($15,396)
                        
#NFT Collection: #Azuki
Floor Price: 11.5 #ETH

https://t.co/QtDBqhmgiD https://t.co/5SNicDYbSx",azuki sold eth nft collection azuki floor price eth,pos
2022-06-27,22,8,Azuki,"Grandpa Ape Country Club #3332
@GrandpaApeCC

Rank: 3563 👀
https://t.co/KUo7HkxsV9

Rare Trait: Neon Orange Traffic Vest (1.90%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/WIzRiFKhc5",grandpa ape country club grandpaapecc rank rare trait neon orange traffic vest gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-03-30,21,25,Azuki,"Let’s get those votes up for our IRL Art Comp in the @DentedFeelsNFT discord‼️ 🖼

#DentedFeels #DentedNotBroken #FeelsFollowFeels #MentalHealthMatters #MentalHealthAwareness #NFTCommunity #NFTs #NFT #GCG #BAYC #CoolCatsNFT #Azuki #Kidzuki #LoserClubNFT 

https://t.co/zASypkm0s5 https://t.co/eKD14bl0Ha",let get vote irl art comp dentedfeelsnft discord dentedfeels dentednotbroken feelsfollowfeels mentalhealthmatters mentalhealthawareness nftcommunity nfts nft gcg bayc coolcatsnft azuki kidzuki loserclubnft,neu
2022-09-28,23,6,Azuki,"Grandpa Ape Country Club #4975
@GrandpaApeCC

Rank: 4065 👀
https://t.co/7MNIIiCrDI

Rare Trait: Space Suit (0.78%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/jvRosPPtlx",grandpa ape country club grandpaapecc rank rare trait space suit gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
2022-03-30,21,108,Azuki,"First Giveaway✅️!!

Just retweet and follow to win a #AzukiRGB #NFT worth 16 $ETH 🚀 

#Azuki #NFTGiveaway #eth https://t.co/tBxijDkhxs",first giveaway retweet follow win azukirgb nft worth eth azuki nftgiveaway eth,neu
2022-03-29,21,10,Azuki,"GM #nft Twitter! Do I have any fellow #azuki beans or other active #NFTCommunity members/influencers in my network who would like to share ML Spots with their followers for my upcoming @childrenofukiyo project? 

I'd rather work with quality folks within my network. DM me :) https://t.co/a9jpw7Hguz",gm nft twitter fellow azuki bean active nftcommunity member influencers network would like share ml spot follower upcoming childrenofukiyo project rather work quality folk within network dm,neu
2022-09-28,23,0,Azuki,"Get your star generated by an effect on Azuki

Kaleidoscope Art - Azuuki
0.1 MATIC ( first 500 ）
after that 1 MATIC

 ̷5̷8̷  117/ 9999 claimed
MINT for 0.1 MATIC

Secure yours:
https://t.co/ap7IoZC7SY

#opensea  #Polygon  #NFT #nftdrop #nftcommunity  #azukiNFT #azukibeanz https://t.co/3Dvkd2Rcc0",get star generated effect azuki kaleidoscope art azuuki matic first matic claimed mint matic secure opensea polygon nft nftdrop nftcommunity azukinft azukibeanz,neu
2022-09-28,23,1,Azuki,"Get your star generated by an effect on Azuki

Kaleidoscope Art - Azuuki
0.1 MATIC ( first 500 ）
after that 1 MATIC

 ̷5̷8̷  117/ 9999 claimed
MINT for 0.1 MATIC

Secure yours:
https://t.co/ap7IoZCFIw

#opensea  #Polygon  #NFT #nftdrop #nftcommunity  #azukiNFT #azukibeanz https://t.co/q5p3I5VCrI",get star generated effect azuki kaleidoscope art azuuki matic first matic claimed mint matic secure opensea polygon nft nftdrop nftcommunity azukinft azukibeanz,neu
2022-09-28,23,6,Azuki,"Grandpa Ape Country Club #3059
@GrandpaApeCC

Rank: 4448 👀
https://t.co/BtYkX4tTA9

Rare Trait: Neon Yellow Traffic Vest (1.96%)

#GACC #GrandpaApeCountryClub #opensea #nft #azuki #nftart #nftproject #BAYC #MAYC #MACC #BAKC #digitalart #crypto #art #ethereum https://t.co/uuiiQqJDUv",grandpa ape country club grandpaapecc rank rare trait neon yellow traffic vest gacc grandpaapecountryclub opensea nft azuki nftart nftproject bayc mayc macc bakc digitalart crypto art ethereum,neu
